Locationabbr,Locationdesc,Question,Response,Sample_Size
AK,Alaska,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,443
AK,Alaska,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,"1,134"
AK,Alaska,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,286
AZ,Arizona,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"7,093"
AZ,Arizona,Adults who have had at least one drink of alcohol within the past 30 days,No,"6,823"
AZ,Arizona,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,"1,224"
AZ,Arizona,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,"12,519"
AZ,Arizona,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,732
AZ,Arizona,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,"13,019"
AZ,Arizona,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,"5,566"
AZ,Arizona,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,"9,228"
AZ,Arizona,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,"1,456"
AZ,Arizona,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,"13,294"
AZ,Arizona,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,"2,102"
AZ,Arizona,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,"12,719"
AZ,Arizona,Ever told you had angina or coronary heart disease?,Yes,"1,022"
AZ,Arizona,Ever told you had angina or coronary heart disease?,No,"13,709"
AZ,Arizona,Ever told you had a heart attack (myocardial infarction)?,Yes,986
AZ,Arizona,Ever told you had a heart attack (myocardial infarction)?,No,"13,795"
AZ,Arizona,Ever told you had a stroke?,Yes,695
AZ,Arizona,Ever told you had a stroke?,No,"14,116"
AZ,Arizona,Ever told you have COPD?,Yes,"1,416"
AZ,Arizona,Ever told you have COPD?,No,"13,364"
AZ,Arizona,Ever told you that you have a form of depression?,Yes,"2,809"
AZ,Arizona,Ever told you that you have a form of depression?,No,"11,992"
AZ,Arizona,Have you ever been told by a doctor that you have diabetes?,Yes,"2,024"
AZ,Arizona,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",122
AZ,Arizona,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",234
AZ,Arizona,Have you ever been told by a doctor that you have diabetes?,No,"12,451"
AZ,Arizona,Ever told you have kidney disease?,Yes,792
AZ,Arizona,Ever told you have kidney disease?,No,"14,006"
AZ,Arizona,Ever told you had any other types of cancer?,Yes,"1,648"
AZ,Arizona,Ever told you had any other types of cancer?,No,"13,174"
AZ,Arizona,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,751"
AZ,Arizona,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,"8,029"
AZ,Arizona,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,820
AZ,Arizona,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,"6,663"
AZ,Arizona,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,"7,250"
AZ,Arizona,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,"2,665"
AZ,Arizona,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,"5,004"
AZ,Arizona,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,"2,307"
AZ,Arizona,What is your age?,18-24 years,485
AZ,Arizona,What is your age?,25-34 years,934
AZ,Arizona,What is your age?,35-44 years,"1,462"
AZ,Arizona,What is your age?,45-54 years,"2,163"
AZ,Arizona,What is your age?,55-64 years,"3,238"
AZ,Arizona,What is your age?,65+ years,"6,585"
AZ,Arizona,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,743
AZ,Arizona,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,"13,411"
AZ,Arizona,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,"1,333"
AZ,Arizona,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,"12,741"
AZ,Arizona,Do you have difficulty doing errands alone?,Yes,"1,156"
AZ,Arizona,Do you have difficulty doing errands alone?,No,"12,925"
AZ,Arizona,Do you have difficulty dressing or bathing?,Yes,651
AZ,Arizona,Do you have difficulty dressing or bathing?,No,"13,475"
AZ,Arizona,Do you have serious difficulty walking or climbing stairs?,Yes,"2,790"
AZ,Arizona,Do you have serious difficulty walking or climbing stairs?,No,"11,308"
AZ,Arizona,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,"3,845"
AZ,Arizona,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"10,334"
AZ,Arizona,Adults with health problem(s) that requires the use of special equipment,Yes,"2,002"
AZ,Arizona,Adults with health problem(s) that requires the use of special equipment,No,"12,214"
AZ,Arizona,What is the highest grade or year of school you completed?,Less than H.S.,"1,129"
AZ,Arizona,What is the highest grade or year of school you completed?,H.S. or G.E.D.,"3,464"
AZ,Arizona,What is the highest grade or year of school you completed?,Some post-H.S.,"4,417"
AZ,Arizona,What is the highest grade or year of school you completed?,College+,"5,706"
AZ,Arizona,What is your employment status?,No work< yr,297
AZ,Arizona,What is your employment status?,No work >yr,350
AZ,Arizona,What is your employment status?,Student,256
AZ,Arizona,What is your employment status?,Retired,"5,870"
AZ,Arizona,What is your employment status?,Unable to work,"1,076"
AZ,Arizona,What is your employment status?,Employed,"4,770"
AZ,Arizona,What is your employment status?,Homemaker,"1,043"
AZ,Arizona,What is your employment status?,Self-employed,"1,005"
AZ,Arizona,What is your annual household income?,"Less than $15,000","1,371"
AZ,Arizona,What is your annual household income?,"$15,000 - 24,999","2,201"
AZ,Arizona,What is your annual household income?,"$25,000 - 34,999","1,412"
AZ,Arizona,What is your annual household income?,"$35,000 -  49,999","1,945"
AZ,Arizona,What is your annual household income?,"$50,000+","5,368"
AZ,Arizona,Have you used the internet in the past 30 days?,Yes,"11,540"
AZ,Arizona,Have you used the internet in the past 30 days?,No,"2,879"
AZ,Arizona,What is your marital status?,Divorced,"2,272"
AZ,Arizona,What is your marital status?,Married,"7,740"
AZ,Arizona,What is your marital status?,Widowed,"2,341"
AZ,Arizona,What is your marital status?,Separated,250
AZ,Arizona,What is your marital status?,Never married,"1,709"
AZ,Arizona,What is your marital status?,Partnered,395
AZ,Arizona,How many children live in your household? (variable calculated from one or more BRFSS questions),None,"11,495"
AZ,Arizona,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,140
AZ,Arizona,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,198
AZ,Arizona,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,551
AZ,Arizona,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,"1,076"
AZ,Arizona,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,"1,294"
AZ,Arizona,What is your race/ethnicity?,White,"11,205"
AZ,Arizona,What is your race/ethnicity?,Black,411
AZ,Arizona,What is your race/ethnicity?,MultiRacial,172
AZ,Arizona,What is your race/ethnicity?,Other,729
AZ,Arizona,What is your race/ethnicity?,Hispanic,"2,011"
AZ,Arizona,Do you own or rent your home?,Own,"10,853"
AZ,Arizona,Do you own or rent your home?,Rent,"2,959"
AZ,Arizona,Do you own or rent your home?,Other,456
AZ,Arizona,Have you ever served on active duty in the United States Armed Forces?,Yes,"2,491"
AZ,Arizona,Have you ever served on active duty in the United States Armed Forces?,No,"12,341"
AZ,Arizona,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,"1,623"
AZ,Arizona,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"13,182"
AZ,Arizona,Do you have any kind of health care coverage?,Yes,"13,749"
AZ,Arizona,Do you have any kind of health care coverage?,No,"1,053"
AZ,Arizona,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"10,859"
AZ,Arizona,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,"1,827"
AZ,Arizona,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,"1,005"
AZ,Arizona,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,838
AZ,Arizona,About how long has it been since you last visited a doctor for a routine checkup?,Never,135
AZ,Arizona,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","11,568"
AZ,Arizona,Do you have one person you think of as your personal doctor or health care provider?,More than one,941
